Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
10-Formyltetrahydrofolate Metabolic Process (GO:0009256)	1/5	0.0059861389875960165	0.054851941287353496	0	0	217.08695652173913	1111.1180475941821	MTHFD1L
Positive Regulation of Protein Localization to Cell Cortex (GO:1904778)	1/5	0.0059861389875960165	0.054851941287353496	0	0	217.08695652173913	1111.1180475941821	EPB41L2
Female Genitalia Development (GO:0030540)	1/5	0.0059861389875960165	0.054851941287353496	0	0	217.08695652173913	1111.1180475941821	TBX3
Male Genitalia Development (GO:0030539)	1/5	0.0059861389875960165	0.054851941287353496	0	0	217.08695652173913	1111.1180475941821	TBX3
Neg Reg Intrinsic Apoptotic Signaling Pathway in Response to Hydrogen Peroxide (GO:1903751)	1/5	0.0059861389875960165	0.054851941287353496	0	0	217.08695652173913	1111.1180475941821	TRAP1
Ribonucleoside Monophosphate Biosynthetic Process (GO:0009156)	1/5	0.0059861389875960165	0.054851941287353496	0	0	217.08695652173913	1111.1180475941821	GART
Sinoatrial Node Cell Differentiation (GO:0060921)	1/5	0.0059861389875960165	0.054851941287353496	0	0	217.08695652173913	1111.1180475941821	TBX3
Embryonic Viscerocranium Morphogenesis (GO:0048703)	1/5	0.0059861389875960165	0.054851941287353496	0	0	217.08695652173913	1111.1180475941821	MTHFD1L
SnRNA Transport (GO:0051030)	1/5	0.0059861389875960165	0.054851941287353496	0	0	217.08695652173913	1111.1180475941821	RAN
Anterior/posterior Axis Specification, Embryo (GO:0008595)	1/6	0.007179244874171303	0.054851941287353496	0	0	173.66086956521738	857.2874884567655	TBX3
Negative Regulation of Cellular Respiration (GO:1901856)	1/6	0.007179244874171303	0.054851941287353496	0	0	173.66086956521738	857.2874884567655	TRAP1
Reproductive System Development (GO:0061458)	1/6	0.007179244874171303	0.054851941287353496	0	0	173.66086956521738	857.2874884567655	TBX3
Tripartite Regional Subdivision (GO:0007351)	1/6	0.007179244874171303	0.054851941287353496	0	0	173.66086956521738	857.2874884567655	TBX3
Negative Regulation of Hydrogen Peroxide-Mediated Programmed Cell Death (GO:1901299)	1/6	0.007179244874171303	0.054851941287353496	0	0	173.66086956521738	857.2874884567655	TRAP1
Ribosomal Large Subunit Export From Nucleus (GO:0000055)	1/6	0.007179244874171303	0.054851941287353496	0	0	173.66086956521738	857.2874884567655	RAN
SnRNA Modification (GO:0040031)	1/6	0.007179244874171303	0.054851941287353496	0	0	173.66086956521738	857.2874884567655	NHP2
Purine Nucleobase Biosynthetic Process (GO:0009113)	1/6	0.007179244874171303	0.054851941287353496	0	0	173.66086956521738	857.2874884567655	GART
'De Novo' AMP Biosynthetic Process (GO:0044208)	1/7	0.00837097899164431	0.054851941287353496	0	0	144.71014492753622	692.1463710595567	GART
Telomerase RNA Localization (GO:0090672)	1/7	0.00837097899164431	0.054851941287353496	0	0	144.71014492753622	692.1463710595567	NHP2
Telomerase RNA Localization to Cajal Body (GO:0090671)	1/7	0.00837097899164431	0.054851941287353496	0	0	144.71014492753622	692.1463710595567	NHP2
Regulation of Mitotic Cytokinetic Process (GO:1903436)	1/7	0.00837097899164431	0.054851941287353496	0	0	144.71014492753622	692.1463710595567	ECT2
Ribosomal Small Subunit Export From Nucleus (GO:0000056)	1/7	0.00837097899164431	0.054851941287353496	0	0	144.71014492753622	692.1463710595567	RAN
Regulation of Cellular Response to Hypoxia (GO:1900037)	1/7	0.00837097899164431	0.054851941287353496	0	0	144.71014492753622	692.1463710595567	AJUBA
Cardiac Pacemaker Cell Development (GO:0060926)	1/7	0.00837097899164431	0.054851941287353496	0	0	144.71014492753622	692.1463710595567	TBX3
Regulation of Protein Localization to Cell Cortex (GO:1904776)	1/7	0.00837097899164431	0.054851941287353496	0	0	144.71014492753622	692.1463710595567	EPB41L2
Positive Regulation of Mitotic Cytokinetic Process (GO:1903438)	1/7	0.00837097899164431	0.054851941287353496	0	0	144.71014492753622	692.1463710595567	ECT2
Protein Complex Oligomerization (GO:0051259)	2/122	0.009330419066769229	0.05536684504044097	0	0	15.042424242424243	70.31544131160264	ECT2;CLDN1
Negative Regulation of Amyloid Precursor Protein Biosynthetic Process (GO:0042985)	1/8	0.009561342717827156	0.05536684504044097	0	0	124.03105590062111	576.7477724354015	BACE2
GMP Biosynthetic Process (GO:0006177)	1/8	0.009561342717827156	0.05536684504044097	0	0	124.03105590062111	576.7477724354015	GART
Regulation of Cell Proliferation Involved in Heart Morphogenesis (GO:2000136)	1/8	0.009561342717827156	0.05536684504044097	0	0	124.03105590062111	576.7477724354015	TBX3
IMP Biosynthetic Process (GO:0006188)	1/8	0.009561342717827156	0.05536684504044097	0	0	124.03105590062111	576.7477724354015	GART
AMP Biosynthetic Process (GO:0006167)	1/9	0.010750337464808102	0.05948520063860483	0	0	108.52173913043478	491.90930693624915	GART
Positive Regulation of Epithelial Cell Proliferation Involved in Wound Healing (GO:0060054)	1/9	0.010750337464808102	0.05948520063860483	0	0	108.52173913043478	491.90930693624915	CLDN1
RRNA Pseudouridine Synthesis (GO:0031118)	1/10	0.011937964668319789	0.06165909848207747	0	0	96.45893719806763	427.1232267263204	NHP2
Embryonic Forelimb Morphogenesis (GO:0035115)	1/10	0.011937964668319789	0.06165909848207747	0	0	96.45893719806763	427.1232267263204	TBX3
Protein Localization to Nucleolus (GO:1902570)	1/10	0.011937964668319789	0.06165909848207747	0	0	96.45893719806763	427.1232267263204	RAN
RNA Localization to Cajal Body (GO:0090670)	1/11	0.013124225781325726	0.06165909848207747	0	0	86.80869565217391	376.1677267870623	NHP2
Forelimb Morphogenesis (GO:0035136)	1/11	0.013124225781325726	0.06165909848207747	0	0	86.80869565217391	376.1677267870623	TBX3
GMP Metabolic Process (GO:0046037)	1/11	0.013124225781325726	0.06165909848207747	0	0	86.80869565217391	376.1677267870623	GART
Ribosomal Subunit Export From Nucleus (GO:0000054)	1/11	0.013124225781325726	0.06165909848207747	0	0	86.80869565217391	376.1677267870623	RAN
Dicarboxylic Acid Biosynthetic Process (GO:0043650)	1/11	0.013124225781325726	0.06165909848207747	0	0	86.80869565217391	376.1677267870623	MTHFD1L
Negative Regulation of Reactive Oxygen Species Biosynthetic Process (GO:1903427)	1/12	0.014309122256811026	0.06324051206517055	0	0	78.91304347826087	335.1324919763037	TRAP1
