Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Response to Cytokine (GO:0034097)	1/143	0.291665554686971	0.32501744546956185	0	0	2.9682349415642793	3.6573032442631024	IL6R
Muscle Contraction (GO:0006936)	1/145	0.2950859869266375	0.3275286724032739	0	0	2.9267139479905437	3.5720206695063976	MYLK
Regulation of Gene Expression (GO:0010468)	4/1146	0.2952371131522469	0.3275286724032739	0	0	1.4973730297723293	1.8267598662759186	EDN3;GCNT2;ANK2;NR3C1
Protein Homooligomerization (GO:0051260)	1/146	0.2967901330113265	0.32851825413503183	0	0	2.9063829787234043	3.530470632982791	APPL2
Regulation of Cold-Induced Thermogenesis (GO:0120161)	1/151	0.30525053713523	0.3371322599026873	0	0	2.808794326241135	3.332978282307435	APPL2
Positive Regulation of ERK1 and ERK2 Cascade (GO:0070374)	1/158	0.31692787717713145	0.34925311520406727	0	0	2.682612820165334	3.0825395501893067	GCNT2
Protein Localization to Plasma Membrane (GO:0072659)	1/161	0.3218734171914321	0.3539183370445614	0	0	2.6319148936170214	2.9835306303705473	ANK2
Cellular Response to Nitrogen Compound (GO:1901699)	1/166	0.3300381801688704	0.3620948687503942	0	0	2.5515151515151517	2.8284742975844512	AQP8
Skeletal System Development (GO:0001501)	1/169	0.3348907514156231	0.36660947897260937	0	0	2.5055724417426544	2.74097326654965	HAPLN1
Regulation of Macromolecule Biosynthetic Process (GO:0010556)	1/171	0.33810666167795217	0.3685066027498733	0	0	2.4758448060075096	2.6847909212615453	EDN3
Protein Localization to Organelle (GO:0033365)	1/171	0.33810666167795217	0.3685066027498733	0	0	2.4758448060075096	2.6847909212615453	ANK2
Pos Reg Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051897)	1/173	0.341307344829736	0.3711810730424044	0	0	2.4468085106382977	2.6302504013087735	GCNT2
Regulation of Neuron Projection Development (GO:0010975)	1/179	0.35081873612179865	0.380691947276275	0	0	2.3636146306478603	2.4758523136927773	LPAR1
Nervous System Development (GO:0007399)	2/531	0.3654940739023931	0.3957528425479071	0	0	1.5963672228158132	1.6067519325796233	LPAR1;HAPLN1
Membrane Organization (GO:0061024)	1/190	0.3679082477179469	0.3975008676430861	0	0	2.224811437577395	2.2246372320690915	ANK2
Extracellular Matrix Organization (GO:0030198)	1/192	0.37096774875900956	0.3999370306577608	0	0	2.2012921911551744	2.1828897202204773	DPT
Regulation of Cell Differentiation (GO:0045595)	1/198	0.3800595097723944	0.40885189687636364	0	0	2.133599740792742	2.064102922116796	EDN3
Protein Localization to Membrane (GO:0072657)	1/199	0.3815622413737249	0.4095819308050568	0	0	2.122716526971846	2.0451976629877233	ANK2
Negative Regulation of Cellular Process (GO:0048523)	2/551	0.3827972862321046	0.41002209322706035	0	0	1.5366278609329216	1.4755464558200775	APPL2;PLPP1
Protein Stabilization (GO:0050821)	1/222	0.415157174135811	0.4437271302053722	0	0	1.899586020987773	1.669922457268879	ANK2
Negative Regulation of Cell Differentiation (GO:0045596)	1/225	0.4194051880181974	0.4473055331438714	0	0	1.8738601823708207	1.6282304493621766	MEIS1
Regulation of ERK1 and ERK2 Cascade (GO:0070372)	1/229	0.42502223823686813	0.45135908633274247	0	0	1.8406121687196715	1.5748531465367015	GCNT2
Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896)	1/229	0.42502223823686813	0.45135908633274247	0	0	1.8406121687196715	1.5748531465367015	GCNT2
Cellular Response to Lipid (GO:0071396)	1/234	0.4319687659679071	0.4577579460256926	0	0	1.800657474203269	1.5114754749912123	NR3C1
Defense Response to Bacterium (GO:0042742)	1/236	0.4347243085566592	0.4596978326652333	0	0	1.7851516523313717	1.4871084846553588	IL6R
Protein Polyubiquitination (GO:0000209)	1/246	0.44830688296739196	0.47305418436261953	0	0	1.7114198871037776	1.3730332824710645	RMND5A
Positive Regulation of Developmental Process (GO:0051094)	1/248	0.4509847923140592	0.4748716986866259	0	0	1.6973899560685675	1.3516683874371176	EDN3
Phosphorylation (GO:0016310)	1/258	0.4641845838684212	0.48773729002664973	0	0	1.6305157711731104	1.2513768236014933	MYLK
Lipid Metabolic Process (GO:0006629)	1/268	0.4770734718797215	0.5002226065911848	0	0	1.5686508885170134	1.1609346333829171	PLPP1
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031)	1/277	0.4884135786011223	0.5110348390837006	0	0	1.5168054270736973	1.086931749325906	MYLK
Inflammatory Response (GO:0006954)	1/298	0.513945616373338	0.5366196876839265	0	0	1.4080521527330039	0.937252770806617	IL6R
Intracellular Protein Transport (GO:0006886)	1/301	0.5174896634481674	0.5391873432573149	0	0	1.393758865248227	0.918160573598776	APPL2
Cellular Response to Cytokine Stimulus (GO:0071345)	1/332	0.5526613960225492	0.574629108416751	0	0	1.2612328855177732	0.7479234217820458	IL6R
Proteasomal Protein Catabolic Process (GO:0010498)	1/340	0.561322544476963	0.5824160847704605	0	0	1.2309671750455031	0.7108338040035052	RMND5A
Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	1/344	0.565591326958815	0.585622686455273	0	0	1.2163637491470753	0.6931856291148716	ANK2
Positive Regulation of Cytokine Production (GO:0001819)	1/358	0.5802141720032954	0.5993283999574878	0	0	1.167828833661124	0.6357169466613675	IL6R
Organelle Assembly (GO:0070925)	1/359	0.5812400176650083	0.5993283999574878	0	0	1.1645073101152978	0.6318517636587567	TP53INP2
Protein Ubiquitination (GO:0016567)	1/372	0.594354703912031	0.6115823764891913	0	0	1.1229569306646785	0.5842509013003169	RMND5A
Cellular Response to Oxygen-Containing Compound (GO:1901701)	1/382	0.6041684405841236	0.6203961053105567	0	0	1.0929245546434356	0.5507271364671003	AQP8
Positive Regulation of DNA-templated Transcription (GO:0045893)	3/1304	0.6136611579197837	0.6288445267755309	0	0	0.9557263643351268	0.46669299957094945	MEIS1;TP53INP2;NR3C1
Proteasome-mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	1/420	0.6393848555768312	0.6538565292627265	0	0	0.9918752856344895	0.4436149598377674	RMND5A
Positive Regulation of Gene Expression (GO:0010628)	1/424	0.6429082947082294	0.6561096970636345	0	0	0.9822946531864595	0.43393179253607556	ANK2
Protein Modification Process (GO:0036211)	1/439	0.6558234758208166	0.6679185809076759	0	0	0.9479257747984067	0.399895396938909	MYLK
Negative Regulation of RNA Biosynthetic Process (GO:1902679)	1/492	0.6978972807554876	0.7093148231809353	0	0	0.8433071889760367	0.3033235542117515	NR3C1
Ubiquitin-dependent Protein Catabolic Process (GO:0006511)	1/502	0.7052504830921559	0.7146030904513999	0	0	0.8260500276043657	0.28845852338332656	RMND5A
Regulation of RNA Biosynthetic Process (GO:2001141)	1/503	0.7059760913715037	0.7146030904513999	0	0	0.8243621259642282	0.28702138215935413	NR3C1
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	2/1019	0.709702618147217	0.7169150431283879	0	0	0.8094993801034586	0.27758482074759483	MEIS1;NR3C1
Positive Regulation of RNA Biosynthetic Process (GO:1902680)	1/562	0.7458276420466381	0.7518789819415399	0	0	0.7354268593317405	0.21567183109181648	TP53INP2
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	1/802	0.860097133101377	0.8653203950432883	0	0	0.5086992323425505	0.07666603619986406	NR3C1
Negative Regulation of DNA-templated Transcription (GO:0045892)	1/1074	0.9295304240430523	0.9332861025240343	0	0	0.37435307648073607	0.02735612835983374	NR3C1
Regulation of DNA-templated Transcription (GO:0006355)	2/2177	0.9729497437252311	0.9749113359504835	0	0	0.3553623188405797	0.009745047201944183	TP53INP2;NR3C1
Regulation of Transcription by RNA Polymerase II (GO:0006357)	2/2321	0.9805112562751175	0.9805112562751175	0	0	0.33059602152352024	0.0065065109713220385	MEIS1;NR3C1
